"","quarter","state","temp_mean","temp_sd"
"137","15/03","North Dakota",19.4584769290627,2.28050344735984
"138","15/03","Ohio",21.2507808501939,0.86143930059041
"139","15/03","Oklahoma",26.4055272131148,1.39601618003636
"140","15/03","Oregon",17.5946022324143,2.85274913870175
"141","15/03","Pennsylvania",20.7365964052288,1.12893056470425
"142","15/03","Rhode Island",21.5569907407407,1.49659995529302
"143","15/03","South Carolina",25.6841482393288,2.21388070161977
"144","15/03","South Dakota",20.5748699475202,1.63112927510057
"145","15/03","Tennessee",23.4516146870162,1.97347816540961
"146","15/03","Texas",27.8543192712243,1.29630701104741
"147","15/03","Utah",17.7955051054975,1.43795785074833
"148","15/03","Vermont",18.756412505623,1.38927861835903
"149","15/03","Virginia",22.8185534441865,1.65978870660138
"150","15/03","Washington",17.0688761889643,3.56421803358909
"151","15/03","West Virginia",21.0049582952816,1.39637733058003
"152","15/03","Wisconsin",19.4774874945843,0.971099315555439
"153","15/03","Wyoming",15.8043405483405,1.47836504747912
"154","15/04","Alabama",15.5750040541469,2.39773813631374
"155","15/04","Alaska",-5.73449746492471,6.32110725001576
"156","15/04","Arizona",9.5902481516162,6.37244967347941
"157","15/04","Arkansas",13.1103637606211,4.01976834848892
"158","15/04","California",11.2646869934964,6.34114944611554
"159","15/04","Colorado",1.56532040140203,7.1744804853891
"160","15/04","Connecticut",8.50510210803689,2.20358049045604
"161","15/04","Delaware",11.7675,1.72849103266404
"162","15/04","District of Columbia",11.8216666666667,1.97421081278908
"163","15/04","Florida",23.2751352720616,1.24401526854533
"164","15/04","Georgia",15.7535401409507,1.83076124008611
"165","15/04","Hawaii",22.4515425531915,1.07794902620717
"166","15/04","Idaho",1.57537379834148,7.75841032180059
"167","15/04","Illinois",8.5561672278339,4.27230617100414
"168","15/04","Indiana",9.08500019693569,3.78347002031988
"169","15/04","Iowa",5.93336000720914,5.6080269445861
"170","15/04","Kansas",8.75538732013417,5.94562160785161
"171","15/04","Kentucky",11.4407810457516,2.70103096996047
"172","15/04","Louisiana",17.6934118721461,3.13158253796414
"173","15/04","Maine",3.62029567307692,3.33628128714991
"174","15/04","Maryland",10.747705421147,2.07145632329253
"175","15/04","Massachusetts",7.85303596379322,2.25265782402715
"176","15/04","Michigan",5.67608406692069,3.62895911111086
"177","15/04","Minnesota",2.76537994519931,6.19012994846796
"178","15/04","Mississippi",15.9412269598046,2.97396983017113
"179","15/04","Missouri",9.66568862751723,4.37159912668938
"180","15/04","Montana",0.895704743876933,6.91810760399899
"181","15/04","Nebraska",5.22257595749132,6.89064874604854
"182","15/04","Nevada",3.99707466193604,7.3416628154534
"183","15/04","New Hampshire",4.88970049330514,2.82311410277763
"184","15/04","New Jersey",10.1572430184195,1.90648282201142
"185","15/04","New Mexico",6.43403090779498,6.01650064048779
"186","15/04","New York",6.94320145280158,2.25841210194296
"187","15/04","North Carolina",13.4683275832327,1.8548439895323
"188","15/04","North Dakota",1.17697471589713,7.38941185188448
"189","15/04","Ohio",9.1244704467354,3.05708589066932
"190","15/04","Oklahoma",11.6655278311041,5.31618661236612
"191","15/04","Oregon",5.56662784907671,6.00692935531369
"192","15/04","Pennsylvania",8.22674688426094,2.36126080422671
"193","15/04","Rhode Island",9.01444444444444,2.02868533723957
"194","15/04","South Carolina",15.071030940373,1.68123140858239
"195","15/04","South Dakota",3.0946395882994,7.41980961767713
"196","15/04","Tennessee",12.5165646759242,2.45852383152446
"197","15/04","Texas",15.6005662854424,4.89403925909762
"198","15/04","Utah",2.05943275022426,7.52205361574618
"199","15/04","Vermont",4.11455848561111,2.57687192880618
"200","15/04","Virginia",11.4601023107812,2.00432234346704
"201","15/04","Washington",4.6983691535941,5.74109349648362
"202","15/04","West Virginia",9.53900636696893,2.24952420385891
"203","15/04","Wisconsin",4.93563349913269,4.62402628181548
"204","15/04","Wyoming",-0.0386289759433467,7.64115114158831
"205","16/01","Alabama",10.1131347466137,4.69614435239476
"206","16/01","Alaska",-5.68210281141749,1.2259219890975
"207","16/01","Arizona",8.46004293523106,3.42777653739833
"208","16/01","Arkansas",8.167228019236,4.50871085328874
"209","16/01","California",10.0295374634308,2.25600449619249
"210","16/01","Colorado",-1.41110625659165,3.14331758604889
"211","16/01","Connecticut",1.63305,3.97527779312339
"212","16/01","Delaware",4.86083333333333,4.65100489440484
"213","16/01","District of Columbia",4.73333333333333,5.16331853882107
"214","16/01","Florida",17.550950336402,3.22833835256814
"215","16/01","Georgia",10.3313281208968,4.60814095471194
"216","16/01","Hawaii",20.4185441352973,0.134446645034226
"217","16/01","Idaho",-0.342145722251828,3.10181581730704
"218","16/01","Illinois",1.65607351290684,5.72617562162199
"219","16/01","Indiana",2.18715193759023,5.53728770419432
"220","16/01","Iowa",-1.21649436640328,6.34540311206599
"221","16/01","Kansas",4.52034983612213,4.99751615359414
"222","16/01","Kentucky",4.73613884107861,5.57681527602943
"223","16/01","Louisiana",13.166938885533,4.22841384122216
"224","16/01","Maine",-3.69733333333333,2.83350154228616
"225","16/01","Maryland",3.87449494949495,4.99271192754906
"226","16/01","Massachusetts",1.00241228070175,3.46215740315127
"227","16/01","Michigan",-2.26098675614023,3.81949548076572
"228","16/01","Minnesota",-5.21929330104922,6.40604510221887
"229","16/01","Mississippi",10.781234015984,4.61875785129137
"230","16/01","Missouri",4.18154014893961,5.48258165135036
"231","16/01","Montana",-0.317572441405941,3.3405218324372
"232","16/01","Nebraska",1.44394471501826,4.97042726206496
"233","16/01","Nevada",2.48982174632733,3.37173171946709
"234","16/01","New Hampshire",-2.0322198731501,3.59335745472456
"235","16/01","New Jersey",3.06589585369827,4.4448068249016
"236","16/01","New Mexico",4.14708476696903,3.78936978453164
"237","16/01","New York",-0.676881297446513,4.0097780020098
"238","16/01","North Carolina",7.45739004578348,5.07283195974512
"239","16/01","North Dakota",-3.73245045734407,5.94901169398646
"240","16/01","Ohio",1.94827252112966,5.40155419971838
"241","16/01","Oklahoma",8.19099910394266,4.51433781906917
"242","16/01","Oregon",4.00781164583053,2.07228186412787
"243","16/01","Pennsylvania",0.907760296364622,5.04833282765625
"244","16/01","Rhode Island",2.03782407407407,3.43591758283863
"245","16/01","South Carolina",9.74322693967681,4.94532175646418
"246","16/01","South Dakota",-0.890439534087015,5.29751558766448
"247","16/01","Tennessee",6.13549516908213,5.29780341513655
"248","16/01","Texas",12.26352223737,4.06108186370474
"249","16/01","Utah",-0.205645445349352,3.63524225094267
"250","16/01","Vermont",-3.62664532954007,3.74740711799337
"251","16/01","Virginia",5.04130504808494,5.30720674507457
"252","16/01","Washington",3.50239095737889,2.22246935629442
"253","16/01","West Virginia",2.25329561246774,5.8462337582827
"254","16/01","Wisconsin",-3.39505193784013,5.67026255788617
"255","16/01","Wyoming",-2.23105301461823,3.01234133074293
"256","16/02","Alabama",21.616586898815,4.42711725177466
"257","16/02","Alaska",7.87405552217382,4.73266805479364
"258","16/02","Arizona",18.3340386796116,6.14169387780043
"259","16/02","Arkansas",20.7658007484562,4.79344298401941
"260","16/02","California",15.0450939236318,1.55908042751623
"261","16/02","Colorado",10.4287675980313,6.44174794341082
"262","16/02","Connecticut",14.3539333333333,5.74892797774797
"263","16/02","Delaware",16.9844444444444,5.18217848424702
"264","16/02","District of Columbia",18.0566666666667,5.64172255019097
"265","16/02","Florida",25.1243269435335,2.70671631799357
"266","16/02","Georgia",21.5656783493885,4.46867890999993
"267","16/02","Hawaii",22.3239564359077,0.559411553943852
"268","16/02","Idaho",11.6042511775219,4.04551471617879
"269","16/02","Illinois",17.0372205475557,6.17310109029673
"270","16/02","Indiana",16.6189812734082,5.87724394718837
"271","16/02","Iowa",16.075241228498,6.45611238866782
"272","16/02","Kansas",18.4705228105228,6.24809029654011
"273","16/02","Kentucky",18.3925466736989,4.99289669931014
"274","16/02","Louisiana",23.4946277856804,3.58984058557694
"275","16/02","Maine",10.8349495192308,6.35086491397618
"276","16/02","Maryland",16.4748387096774,5.37230622671012
"277","16/02","Massachusetts",13.3781940385739,5.8752579232816
"278","16/02","Michigan",11.9593591773658,6.64509603825856
"279","16/02","Minnesota",12.6956466162043,6.46409877595467
"280","16/02","Mississippi",22.2704471152269,4.32422074430616
"281","16/02","Missouri",18.6342651832649,5.71859347198202
"282","16/02","Montana",11.0026489715669,4.64769571083972
"283","16/02","Nebraska",15.7838687109239,6.7425207329068
"284","16/02","Nevada",13.3822584541063,5.49098576568222
"285","16/02","New Hampshire",11.8572031007752,6.3672936964523
"286","16/02","New Jersey",15.7003505644682,5.56774066680046
"287","16/02","New Mexico",15.3112919826681,5.93075780610004
"288","16/02","New York",12.6315421766094,6.36345539318498
"289","16/02","North Carolina",19.1188476756959,4.66235688855169
"290","16/02","North Dakota",12.7242590228124,6.78961175885723
"291","16/02","Ohio",15.801971413808,6.00712539092514
"292","16/02","Oklahoma",20.492331278958,5.20080504180458
"293","16/02","Oregon",12.3960360659153,2.63543028462435
"294","16/02","Pennsylvania",14.3763595583161,5.70857597763525
"295","16/02","Rhode Island",13.8574074074074,5.72591351634897
"296","16/02","South Carolina",21.373554435194,4.74054514899627
"297","16/02","South Dakota",14.253651806822,6.8061213807484
"298","16/02","Tennessee",19.3372569929768,4.77325713854275
"299","16/02","Texas",22.6118148845698,3.7667403417215
"300","16/02","Utah",11.7395495638634,6.23209943664163
"301","16/02","Vermont",11.0734294871795,6.87705042539154
"302","16/02","Virginia",17.3401311378134,4.83680403166519
"303","16/02","Washington",12.5692964366556,2.15025702093125
"304","16/02","West Virginia",15.8600444279896,4.84598237318203
"305","16/02","Wisconsin",13.0303953255012,6.4810030320889
"306","16/02","Wyoming",9.73774374426349,5.97419624900234
"307","16/03","Alabama",27.0378986986987,1.04505269019336
"308","16/03","Alaska",11.5892855159181,3.78155943322691
"309","16/03","Arizona",23.2030854833253,2.74014584712122
"310","16/03","Arkansas",26.20096325909,1.82370213568301
"311","16/03","California",22.2271501933109,1.92869881347141
"312","16/03","Colorado",16.2235947126603,2.52673571944119
"313","16/03","Connecticut",22.1113257575758,2.44397546394272
"314","16/03","Delaware",24.8308333333333,2.27507737963642
"315","16/03","District of Columbia",25.8816666666667,2.07595961746209
"316","16/03","Florida",28.4481388923598,0.693017860053733
"317","16/03","Georgia",26.8023914164373,1.51907362124871
"318","16/03","Hawaii",24.1210992402659,0.170111608741904
"319","16/03","Idaho",16.3685138097105,3.24202105333669
"320","16/03","Illinois",23.294171471661,1.59921874687076
"321","16/03","Indiana",23.1499540229885,1.69576310160446
"322","16/03","Iowa",21.6924004282886,1.73053411440501
"323","16/03","Kansas",24.3223793202765,2.48988269789526
"324","16/03","Kentucky",24.5830721668512,1.80524559116468
"325","16/03","Louisiana",28.0242298397509,0.978138769544866
"326","16/03","Maine",18.6536011904762,2.43534459636414
"327","16/03","Maryland",24.2190804597701,2.13254245884406
"328","16/03","Massachusetts",21.3028461520058,2.54505840661252
"329","16/03","Michigan",20.141807982802,2.25052640516868
"330","16/03","Minnesota",19.1059832486857,2.5545391454058
"331","16/03","Mississippi",27.4627771771772,1.05511623177777
"332","16/03","Missouri",24.2088650564768,1.90551941877157
"333","16/03","Montana",15.69339438693,3.25700971067944
"334","16/03","Nebraska",21.4122749259326,2.67961804977339
"335","16/03","Nevada",19.4071280602637,3.35250560718745
"336","16/03","New Hampshire",19.3442280458283,2.53919344952665
"337","16/03","New Jersey",23.5525417780749,2.34676910649371
"338","16/03","New Mexico",20.6380878552972,3.03497535103397
"339","16/03","New York",20.7970838785464,2.49913803650336
"340","16/03","North Carolina",25.3579905662308,1.67675425954087
"341","16/03","North Dakota",18.6430045011253,3.23641292801131
"342","16/03","Ohio",23.0764294289078,2.05772408266271
"343","16/03","Oklahoma",26.5586789827616,2.31185043887943
"344","16/03","Oregon",16.7474187512392,2.57067667554966
"345","16/03","Pennsylvania",22.0008239122987,2.25881067818935
"346","16/03","Rhode Island",21.9382222222222,2.39046291296717
"347","16/03","South Carolina",27.0247043742166,1.82537815931418
"348","16/03","South Dakota",20.3232637988988,3.07275911444547
"349","16/03","Tennessee",25.1792983789261,1.68665657550115
"350","16/03","Texas",27.7544662574254,1.97416688776548
"351","16/03","Utah",17.6200819626803,3.35551642793816
"352","16/03","Vermont",18.5879346846847,2.45049162110292
"353","16/03","Virginia",24.3762484848485,1.70643542262748
"354","16/03","Washington",16.0263870178048,2.59887433543546
"355","16/03","West Virginia",22.7124774774775,1.62697769933608
"356","16/03","Wisconsin",20.189799970707,2.2337735203573
"357","16/03","Wyoming",15.5025318173679,3.01284170370662
"358","16/04","Alabama",14.786576362317,5.29386152936413
"359","16/04","Alaska",-6.91966821525647,6.23090679245151
"360","16/04","Arizona",11.5411362870106,5.67015480932581
"361","16/04","Arkansas",12.6521708333333,7.0021753731467
"362","16/04","California",11.3948501821719,4.30805313325318
"363","16/04","Colorado",2.806252157607,7.04919499907248
"364","16/04","Connecticut",6.36790555555556,5.82683869407411
"365","16/04","Delaware",9.42416666666667,5.90147245044263
"366","16/04","District of Columbia",9.93666666666667,5.98707009590946
"367","16/04","Florida",21.6360271284271,2.46852030651559
"368","16/04","Georgia",14.6574847084092,4.73880161186067
"369","16/04","Hawaii",22.1505161891451,1.35268864416276
"370","16/04","Idaho",1.32887721755369,7.64606376367122
"371","16/04","Illinois",7.17616257999846,8.90208994824009
"372","16/04","Indiana",7.50709629098759,8.34776516168181
"373","16/04","Iowa",5.08382793858285,9.23525687265947
"374","16/04","Kansas",8.32128067542066,8.92044012994209
"375","16/04","Kentucky",10.0078625910063,7.21702031081884
"376","16/04","Louisiana",17.1124558324558,4.84698758754528
"377","16/04","Maine",2.34787946428571,7.20553326497028
"378","16/04","Maryland",8.89213620071685,5.91434266625899
"379","16/04","Massachusetts",5.85572693032014,5.73596365671529
"380","16/04","Michigan",4.47187726961822,7.29931188581147
"381","16/04","Minnesota",1.58627835435278,9.4792929933837
"382","16/04","Mississippi",15.0241025927336,5.5646370657118
"383","16/04","Missouri",8.99247713117088,8.49351278414407
"384","16/04","Montana",0.251044257113564,8.48221556556314
"385","16/04","Nebraska",5.03614683316249,8.91256606583056
"386","16/04","Nevada",4.77714524798145,6.13644521979217
"387","16/04","New Hampshire",3.01068557919622,6.47806668260667
"388","16/04","New Jersey",7.91595643939394,5.66560092381133
"389","16/04","New Mexico",7.93184574426436,5.95936626668454
"390","16/04","New York",5.0096253281635,6.21787712109903
"391","16/04","North Carolina",11.5663942422012,5.33871040755496
"392","16/04","North Dakota",-0.0357967032967004,10.5847480860556
"393","16/04","Ohio",7.16207604875285,7.45618320062078
"394","16/04","Oklahoma",11.9969239344262,7.96585164712751
"395","16/04","Oregon",4.72391701296496,5.56472857803592
"396","16/04","Pennsylvania",6.18590600247076,6.26414401705849
"397","16/04","Rhode Island",6.97396296296296,5.66149878111439
"398","16/04","South Carolina",13.5103522763956,5.00195522376044
"399","16/04","South Dakota",2.4947744413165,10.2116123575893
"400","16/04","Tennessee",11.3140415863347,6.5622187058746
"401","16/04","Texas",16.2331544436237,5.85065562217915
"402","16/04","Utah",3.29262555874841,6.7613062343117
"403","16/04","Vermont",2.30539098815415,6.6804443897461
"404","16/04","Virginia",9.62302789102441,5.77199319719544
"405","16/04","Washington",3.94397129950266,5.88722975190147
"406","16/04","West Virginia",7.65387207207207,6.13221002367842
"407","16/04","Wisconsin",3.53717521645023,8.76834047785713
"408","16/04","Wyoming",0.103461925546256,8.25795271330677
"409","17/01","Alabama",12.7414233398106,1.56948704180814
"410","17/01","Alaska",-12.5873554285502,1.33695642436575
"411","17/01","Arizona",8.52329004686944,3.79155856787797
"412","17/01","Arkansas",10.2552538653865,3.01980322812219
"413","17/01","California",8.77989349408009,2.85890357262352
"414","17/01","Colorado",0.0734980620155022,4.54961329411116
"415","17/01","Connecticut",0.889733333333333,0.3846940256013
"416","17/01","Delaware",5.31916666666667,1.60514082975088
"417","17/01","District of Columbia",6.12,1.35400332348189
"418","17/01","Florida",19.0337524268345,0.922778225333451
"419","17/01","Georgia",12.6236605237326,1.31184130657593
"420","17/01","Hawaii",20.7039900395327,0.62892224183746
"421","17/01","Idaho",-1.83453744955139,5.51976249359103
"422","17/01","Illinois",3.05695980535035,3.28616773629592
"423","17/01","Indiana",3.87988129899216,2.55374306410884
"424","17/01","Iowa",-0.100433204348627,3.82386555862335
"425","17/01","Kansas",5.11458093493808,4.40134452615913
"426","17/01","Kentucky",7.03641908811718,2.04781203872725
"427","17/01","Louisiana",15.9954793491543,2.19244537868705
"428","17/01","Maine",-4.82783105820912,0.342035830051606
"429","17/01","Maryland",5.11966666666667,1.59457019635735
"430","17/01","Massachusetts",0.21923754789272,0.459894490373074
"431","17/01","Michigan",-1.86477606951872,1.47802823724894
"432","17/01","Minnesota",-5.31929285835887,3.69380049661538
"433","17/01","Mississippi",13.5736225537001,2.00084043739011
"434","17/01","Missouri",5.72027511225241,3.77295748569774
"435","17/01","Montana",-3.34525302102558,5.52386851800318
"436","17/01","Nebraska",1.12055487451094,4.85010896237372
"437","17/01","Nevada",2.13189748215698,4.44753986318002
"438","17/01","New Hampshire",-3.33578286961266,0.303454299817334
"439","17/01","New Jersey",3.21700553926361,1.07464376867033
"440","17/01","New Mexico",5.7563236788658,3.84621744332378
"441","17/01","New York",-0.801537799723187,0.804462880616869
"442","17/01","North Carolina",9.05960323657376,1.50769944439596
"443","17/01","North Dakota",-6.96772353282099,4.51268385291543
"444","17/01","Ohio",3.40274460289166,1.81315152337659
"445","17/01","Oklahoma",9.37547364387578,4.22683991902459
"446","17/01","Oregon",1.81883229337046,3.58035522550392
"447","17/01","Pennsylvania",1.77173429225705,1.28187013851383
"448","17/01","Rhode Island",1.36266666666667,0.325211213418808
"449","17/01","South Carolina",11.743783967037,1.27085988768429
"450","17/01","South Dakota",-2.547195205174,5.16172506008518
"451","17/01","Tennessee",8.67478978900212,1.74142734289133
"452","17/01","Texas",14.5379030333379,3.41458651870096
"453","17/01","Utah",0.477529324075164,4.93155592466564
"454","17/01","Vermont",-4.37250487329435,0.465787405359275
"455","17/01","Virginia",6.59103507382638,1.81330544544106
"456","17/01","Washington",0.249165017988545,3.3780459249488
"457","17/01","West Virginia",4.32865658221823,1.40495783415657
"458","17/01","Wisconsin",-2.89275891136801,3.00320621108191
"459","17/01","Wyoming",-3.00165659032671,5.84424144883905
"460","17/02","Alabama",21.6074386677443,2.54147818512127
"461","17/02","Alaska",6.51184997889061,5.44367359895026
"462","17/02","Arizona",18.7252028860882,5.67098762963854
"463","17/02","Arkansas",20.4952877024128,3.34146056434617
"464","17/02","California",14.680846509583,2.93349150998697
"465","17/02","Colorado",10.3263053160914,5.82681907578935
"466","17/02","Connecticut",14.8050666666667,4.3565348676825
"467","17/02","Delaware",18.3191666666667,4.13551865953151
"468","17/02","District of Columbia",19.5316666666667,3.97232404686895
"469","17/02","Florida",25.2107936348113,2.13417496814346
"470","17/02","Georgia",21.7004012993503,2.54878172179019
"471","17/02","Hawaii",22.5508534439417,1.04076171937622
"472","17/02","Idaho",9.97866483133571,5.21352747719609
"473","17/02","Illinois",17.18055085967,4.79492689523139
"474","17/02","Indiana",17.2750341155724,4.12312550399521
"475","17/02","Iowa",15.7292892667129,5.69464354146788
"476","17/02","Kansas",17.9803401822607,5.50475553721452
"477","17/02","Kentucky",19.0173631766745,2.94607506433528
"478","17/02","Louisiana",23.0280692133781,2.66088576873566
"479","17/02","Maine",11.3610016116441,5.23823567703544
"480","17/02","Maryland",17.9936666666667,3.82878997230214
"481","17/02","Massachusetts",13.8897188129099,4.54585252121757
"482","17/02","Michigan",12.7761357673928,5.08013755990744
"483","17/02","Minnesota",12.3838265632516,5.74075326916424
"484","17/02","Mississippi",21.9949509803922,2.66781539424996
"485","17/02","Missouri",18.3813497359783,4.36073677502259
"486","17/02","Montana",10.1616608329074,5.00785697682332
"487","17/02","Nebraska",15.2001861887055,5.96793248561134
"488","17/02","Nevada",12.7461375661376,5.82956633314145
"489","17/02","New Hampshire",12.248179548549,4.88682567491974
"490","17/02","New Jersey",16.565618872549,4.18397560202592
