"","date","value.mean","value.sd","state"
"74","2021-02-01T00:00:00",51.4492211838006,47.2203459295254,"Utah"
"75","2021-03-01T00:00:00",43.1222570532915,27.4439332388645,"Utah"
"76","2021-04-01T00:00:00",31.025,21.1921807902294,"Utah"
"77","2021-05-01T00:00:00",14.8006309148265,15.116687471368,"Utah"
"78","2021-06-01T00:00:00",8.79462025316456,9.13830605928213,"Utah"
"79","2021-07-01T00:00:00",45.9135048231511,38.3235412903274,"Utah"
"80","2021-08-01T00:00:00",71.6558359621451,38.959971412712,"Utah"
"81","2021-09-01T00:00:00",24.2565495207668,16.9954301053633,"Utah"
"82","2021-10-01T00:00:00",88.5064308681672,42.2750550690496,"Utah"
"83","2021-11-01T00:00:00",13.816403785489,14.1469608826839,"Utah"
"84","2021-12-01T00:00:00",96.8802588996764,68.3793821354906,"Utah"
