"","date","prcp_mean","prcp_sd","state"
"1",2015-01-01,109.508307692308,27.0097129059725,"Alabama"
"2",2015-02-01,102.168253968254,25.5438602779039,"Alabama"
"3",2015-03-01,119.158252427184,37.1870967818939,"Alabama"
"4",2015-04-01,197.124148606811,57.2633773364604,"Alabama"
"5",2015-05-01,107.244850498339,41.2594936355369,"Alabama"
"6",2015-06-01,86.0430420711974,39.3236271769546,"Alabama"
"7",2015-07-01,128.998666666667,41.3409706109942,"Alabama"
"8",2015-08-01,148.806312292359,53.4846369844227,"Alabama"
"9",2015-09-01,61.6093023255814,54.3778611187031,"Alabama"
"10",2015-10-01,75.5054794520548,28.6078228813359,"Alabama"
"11",2015-11-01,172.047422680412,44.4357671083434,"Alabama"
"12",2015-12-01,296.332534246575,73.8868592896335,"Alabama"
"13",2016-01-01,105.499331103679,25.4143501624958,"Alabama"
"14",2016-02-01,160.041584158416,47.8105843264969,"Alabama"
"15",2016-03-01,136.110855263158,62.931623908135,"Alabama"
"16",2016-04-01,134.425,52.4402236862181,"Alabama"
"17",2016-05-01,53.5775577557756,30.9867343648613,"Alabama"
"18",2016-06-01,95.7694078947368,44.1482802065132,"Alabama"
"19",2016-07-01,113.578431372549,46.867068995403,"Alabama"
"20",2016-08-01,122.601298701299,58.295380597088,"Alabama"
"21",2016-09-01,45.7399361022364,49.7355600355237,"Alabama"
"22",2016-10-01,4.12364217252396,6.43704349835809,"Alabama"
"23",2016-11-01,64.8012698412698,38.1820363059848,"Alabama"
"24",2016-12-01,139.748039215686,56.8647997900205,"Alabama"
"25",2017-01-01,223.832781456954,75.4930413167625,"Alabama"
"26",2017-02-01,85.1710610932476,27.4548896608565,"Alabama"
"27",2017-03-01,117.581379310345,41.6281221258435,"Alabama"
"28",2017-04-01,108.696441281139,37.4091870134139,"Alabama"
"29",2017-05-01,194.906049822064,60.2946112172586,"Alabama"
"30",2017-06-01,267.305555555556,107.207322529161,"Alabama"
"31",2017-07-01,139.549466192171,56.3804424810314,"Alabama"
"32",2017-08-01,168.225367647059,89.5194826135183,"Alabama"
"33",2017-09-01,92.2869718309859,38.608928176879,"Alabama"
"34",2017-10-01,177.678947368421,84.399946884458,"Alabama"
"35",2017-11-01,25.1370629370629,12.0494838111565,"Alabama"
"36",2017-12-01,103.322340425532,28.6602064729532,"Alabama"
"37",2018-01-01,60.64,28.6091672494015,"Alabama"
"38",2018-02-01,200.443728813559,55.3501564223682,"Alabama"
"39",2018-03-01,111.603649635036,30.6863595205434,"Alabama"
"40",2018-04-01,162.124914675768,54.9802258389095,"Alabama"
"41",2018-05-01,142.744755244755,58.4686656862705,"Alabama"
"42",2018-06-01,133.655633802817,52.0969645347131,"Alabama"
"43",2018-07-01,111.701805054152,55.6616196541843,"Alabama"
"44",2018-08-01,124.578291814947,67.4727902189381,"Alabama"
"45",2018-09-01,156.852013422819,77.9455793878064,"Alabama"
"46",2018-10-01,63.3424561403509,34.2783714237894,"Alabama"
"47",2018-11-01,168.649816849817,30.7102111354031,"Alabama"
"48",2018-12-01,260.721722846442,45.6326832652108,"Alabama"
"49",2019-01-01,158.541924398625,41.2535210000869,"Alabama"
"50",2019-02-01,188.557931034483,106.818712426355,"Alabama"
"51",2019-03-01,88.5621993127148,29.3764041009952,"Alabama"
"52",2019-04-01,167.1125,43.3225605405788,"Alabama"
"53",2019-05-01,97.6473309608541,29.4930318948525,"Alabama"
"54",2019-06-01,131.872563176895,56.4879162235242,"Alabama"
"55",2019-07-01,107.924817518248,63.9885724470607,"Alabama"
"56",2019-08-01,142.952173913043,59.5917792539727,"Alabama"
"57",2019-09-01,15.2513245033113,30.3096047664268,"Alabama"
"58",2019-10-01,188.868150684932,65.8910668715835,"Alabama"
"59",2019-11-01,86.3200692041522,31.7273860628966,"Alabama"
"60",2019-12-01,175.275618374558,43.3279618233854,"Alabama"
"61",2020-01-01,188.943389830508,48.6185172517888,"Alabama"
"62",2020-02-01,282.517263843648,86.3282782701606,"Alabama"
"63",2020-03-01,172.743046357616,82.4106793308081,"Alabama"
"64",2020-04-01,194.522772277228,61.0780792467679,"Alabama"
"65",2020-05-01,99.700651465798,32.2699459457079,"Alabama"
"66",2020-06-01,134.088961038961,51.2568559795715,"Alabama"
"67",2020-07-01,148.408970099668,71.910320672829,"Alabama"
"68",2020-08-01,144.758940397351,46.5887247299517,"Alabama"
"69",2020-09-01,141.067892976589,90.4175480342473,"Alabama"
"70",2020-10-01,140.234006734007,40.9310654230026,"Alabama"
"71",2020-11-01,65.9430508474576,26.0914471908135,"Alabama"
"72",2020-12-01,103.628,28.1576132976869,"Alabama"
"73",2021-01-01,90.5928082191781,23.3439893363349,"Alabama"
"74",2021-02-01,120.52,28.4239135742468,"Alabama"
"75",2021-03-01,224.201351351351,82.6416950508611,"Alabama"
"76",2021-04-01,144.366206896552,73.8740972538964,"Alabama"
"77",2021-05-01,132.098305084746,44.3293950920418,"Alabama"
"78",2021-06-01,230.808041958042,73.6707947919352,"Alabama"
"79",2021-07-01,202.881597222222,59.5388519089728,"Alabama"
"80",2021-08-01,197.410996563574,69.893516664724,"Alabama"
"81",2021-09-01,149.186120996441,60.774534019248,"Alabama"
"82",2021-10-01,126.547311827957,57.8743925021761,"Alabama"
"83",2021-11-01,35.541935483871,15.9980191393907,"Alabama"
"84",2021-12-01,127.099645390071,41.1699511211593,"Alabama"
"85",2015-01-01,131.109137055838,195.624706866225,"Alaska"
"86",2015-02-01,65.9139175257732,83.0713094141769,"Alaska"
"87",2015-03-01,76.8075757575758,92.6888725774403,"Alaska"
"88",2015-04-01,91.4785340314136,118.138815805581,"Alaska"
"89",2015-05-01,30.5546798029557,45.5983629990052,"Alaska"
"90",2015-06-01,66.2121359223301,76.816732795445,"Alaska"
"91",2015-07-01,105.230288461538,87.6920087684662,"Alaska"
"92",2015-08-01,112.715270935961,98.0559711517628,"Alaska"
"93",2015-09-01,160.326570048309,137.467278081123,"Alaska"
"94",2015-10-01,144.378282828283,178.971303553149,"Alaska"
"95",2015-11-01,141.511731843575,157.589772977132,"Alaska"
"96",2015-12-01,86.1505263157895,116.085192100967,"Alaska"
"97",2016-01-01,124.777664974619,183.645855697666,"Alaska"
"98",2016-02-01,112.476884422111,171.629989810538,"Alaska"
"99",2016-03-01,68.190206185567,81.533518057279,"Alaska"
"100",2016-04-01,77.7727722772277,113.902430976367,"Alaska"
"101",2016-05-01,66.1606796116505,79.45649742438,"Alaska"
"102",2016-06-01,70.8509433962264,44.9793575514464,"Alaska"
"103",2016-07-01,106.361971830986,73.5953361285016,"Alaska"
"104",2016-08-01,124.019158878505,139.288134358236,"Alaska"
"105",2016-09-01,152.414018691589,144.817153906105,"Alaska"
"106",2016-10-01,52.8401015228426,72.7946872780425,"Alaska"
"107",2016-11-01,111.8215,157.809993211893,"Alaska"
"108",2016-12-01,91.6166666666667,106.283820393687,"Alaska"
"109",2017-01-01,87.8079096045198,105.059240564511,"Alaska"
"110",2017-02-01,79.1150259067358,89.3127401566887,"Alaska"
"111",2017-03-01,45.6923076923077,77.2603784260989,"Alaska"
"112",2017-04-01,37.0051020408163,55.1084662348605,"Alaska"
"113",2017-05-01,74.6555023923445,79.4840125486133,"Alaska"
"114",2017-06-01,65.7227488151659,64.7961819424015,"Alaska"
"115",2017-07-01,81.3217821782178,54.8460388805576,"Alaska"
"116",2017-08-01,149.761290322581,159.114077745197,"Alaska"
"117",2017-09-01,153.291747572816,164.0777828032,"Alaska"
"118",2017-10-01,152.69175257732,153.748249356967,"Alaska"
"119",2017-11-01,50.9342105263158,50.4478497363785,"Alaska"
"120",2017-12-01,136.35641025641,183.885570921791,"Alaska"
"121",2018-01-01,82.3868421052632,112.290496215127,"Alaska"
"122",2018-02-01,52.8281914893617,37.7119947574171,"Alaska"
"123",2018-03-01,53.7384210526316,56.6783764524187,"Alaska"
"124",2018-04-01,60.1535353535354,78.8670799968833,"Alaska"
"125",2018-05-01,85.8620512820513,99.1999183981698,"Alaska"
"126",2018-06-01,73.0862068965517,60.718498387495,"Alaska"
"127",2018-07-01,65.1308823529412,61.6198314089136,"Alaska"
"128",2018-08-01,148.961538461538,98.0317692838707,"Alaska"
"129",2018-09-01,61.0292079207921,42.3634427538243,"Alaska"
"130",2018-10-01,177.177551020408,203.843902083275,"Alaska"
"131",2018-11-01,121.949746192893,163.772738450663,"Alaska"
"132",2018-12-01,132.242051282051,160.690652336556,"Alaska"
"133",2019-01-01,83.6793969849246,110.394354304289,"Alaska"
"134",2019-02-01,42.6100502512563,39.4193192072763,"Alaska"
"135",2019-03-01,84.0458762886598,128.788700339892,"Alaska"
"136",2019-04-01,69.6211055276382,88.2452491455003,"Alaska"
"137",2019-05-01,62.1096618357488,74.9783114490395,"Alaska"
"138",2019-06-01,44.6826732673267,42.7043701584397,"Alaska"
"139",2019-07-01,57.9038095238095,38.3810033848099,"Alaska"
"140",2019-08-01,74.0855769230769,68.8491334194731,"Alaska"
"141",2019-09-01,130.678139534884,112.253579491578,"Alaska"
"142",2019-10-01,153.298522167488,140.152517869398,"Alaska"
"143",2019-11-01,158.582323232323,176.23685619898,"Alaska"
"144",2019-12-01,138.836269430052,176.104857585409,"Alaska"
"145",2020-01-01,60.1466321243523,85.2690295327237,"Alaska"
"146",2020-02-01,99.790052356021,130.344844064534,"Alaska"
"147",2020-03-01,58.0134715025907,55.9802915921315,"Alaska"
"148",2020-04-01,65.4507537688442,67.7132030374474,"Alaska"
"149",2020-05-01,38.5894736842105,48.3425406326334,"Alaska"
"150",2020-06-01,82.9171428571429,64.3614188827554,"Alaska"
"151",2020-07-01,90.2067307692308,68.6232862329915,"Alaska"
"152",2020-08-01,128.315865384615,123.662892587519,"Alaska"
"153",2020-09-01,112.576470588235,113.3120376098,"Alaska"
"154",2020-10-01,109.402450980392,129.354936701834,"Alaska"
"155",2020-11-01,121.431958762887,141.354050068453,"Alaska"
"156",2020-12-01,146.773684210526,205.663284791483,"Alaska"
"157",2021-01-01,115.675257731959,160.70277557948,"Alaska"
"158",2021-02-01,60.425,69.2454208026714,"Alaska"
"159",2021-03-01,74.0427777777778,95.2313924290341,"Alaska"
"160",2021-04-01,58.3748691099476,69.3195757029764,"Alaska"
"161",2021-05-01,65.7573604060914,84.4226055973999,"Alaska"
"162",2021-06-01,73.489847715736,71.7857768192845,"Alaska"
"163",2021-07-01,66.7598984771574,45.4443679408203,"Alaska"
"164",2021-08-01,138.5525,95.8109539050257,"Alaska"
"165",2021-09-01,116.062176165803,129.437496054362,"Alaska"
"166",2021-10-01,151.233149171271,176.128809573262,"Alaska"
"167",2021-11-01,95.8494680851064,132.537407290419,"Alaska"
"168",2021-12-01,84.8457142857143,52.7333497329331,"Alaska"
"169",2015-01-01,50.5561743341404,22.8779378587443,"Arizona"
"170",2015-02-01,12.725890736342,15.4922413600958,"Arizona"
"171",2015-03-01,26.3196517412935,22.1495053085746,"Arizona"
"172",2015-04-01,11.0203389830508,8.97057881916384,"Arizona"
"173",2015-05-01,24.2346733668342,19.8173308821735,"Arizona"
"174",2015-06-01,15.2867724867725,10.7051928469062,"Arizona"
"175",2015-07-01,43.8454314720812,42.6546483384516,"Arizona"
"176",2015-08-01,52.8371571072319,37.0873946361531,"Arizona"
"177",2015-09-01,41.3696103896104,28.8155680959366,"Arizona"
"178",2015-10-01,52.9253164556962,27.1951336922005,"Arizona"
"179",2015-11-01,21.0879093198992,23.9500480780572,"Arizona"
"180",2015-12-01,16.9307493540052,17.1919402193112,"Arizona"
"181",2016-01-01,43.360687960688,21.8964992032529,"Arizona"
"182",2016-02-01,8.12799043062201,7.79639320654643,"Arizona"
"183",2016-03-01,2.42125603864734,3.78985933375324,"Arizona"
"184",2016-04-01,16.8365566037736,11.8490569167812,"Arizona"
"185",2016-05-01,9.478125,12.4450629817804,"Arizona"
"186",2016-06-01,15.576875,18.3725671281222,"Arizona"
"187",2016-07-01,43.5050574712644,32.6343062851546,"Arizona"
"188",2016-08-01,79.278970917226,48.109291270626,"Arizona"
"189",2016-09-01,38.3411214953271,29.4251153801093,"Arizona"
"190",2016-10-01,9.02242990654206,8.38417778753894,"Arizona"
"191",2016-11-01,25.9481981981982,21.7906532740442,"Arizona"
"192",2016-12-01,55.8703271028037,35.8621839392848,"Arizona"
"193",2017-01-01,60.0922196796339,43.3871813803929,"Arizona"
"194",2017-02-01,31.7832214765101,27.598948936942,"Arizona"
"195",2017-03-01,10.9419864559819,12.6144837974025,"Arizona"
"196",2017-04-01,2.79840546697039,6.7967472887674,"Arizona"
"197",2017-05-01,7.61401869158878,7.90988411522428,"Arizona"
"198",2017-06-01,2.42631578947369,5.71363195451393,"Arizona"
"199",2017-07-01,91.9558962264151,51.4701029899431,"Arizona"
"200",2017-08-01,44.8111111111111,28.9396149727644,"Arizona"
"201",2017-09-01,9.88310502283105,11.787113835852,"Arizona"
"202",2017-10-01,0.802947845804989,2.3564737560989,"Arizona"
"203",2017-11-01,0.971812080536913,1.93566064562222,"Arizona"
"204",2017-12-01,5.44377880184332,5.54236845070203,"Arizona"
"205",2018-01-01,14.9755991285403,14.0201591222336,"Arizona"
"206",2018-02-01,36.3906873614191,25.3289821213617,"Arizona"
